original_title,combined_features,title
Boy Eating the Bird's Food (To agori troei to fagito tou pouliou) (2012),drama year2012,boyeatingthebirdsfoodtoagoritroeitofagitotoupouliou
Broken Windows (2008),drama year2008,brokenwindows
A Difficult Life (1961),drama year1961,adifficultlife
"Dangerous Lives of Altar Boys, The (2002)",drama year2002,thedangerouslivesofaltarboys
The Crooked E: The Unshredded Truth About Enron (2003),drama year2003,thecrookedetheunshreddedtruthaboutenron
Color of the Ocean (2012),drama year2012,coloroftheocean
Dadetown (1995),drama year1995,dadetown
Everything Relative (1996),drama year1996,everythingrelative
"Byron, Ballad for a Daemon (1998)",drama year1998,byronballadforadaemon
A Bag of Marbles (2017),drama year2017,abagofmarbles
"Shoes of the Fisherman, The (1968)",drama year1968,theshoesofthefisherman
The Dark Side of Love (2012),drama year2012,thedarksideoflove
The Exhibitionists (2012),drama year2012,theexhibitionists
The Man Without a Country (1973),drama year1973,themanwithoutacountry
Our Little Differences (Die feinen Unterschiede) (2012),drama year2012,ourlittledifferencesdiefeinenunterschiede
Miss Impossible (2017),drama year2017,missimpossible
Return to Montauk (2017),drama year2017,returntomontauk
Don't Call Me Son (2016),drama year2016,dontcallmeson
The Second Mother (2015),drama year2015,thesecondmother
Losing It (2006),drama year2006,losingit
Canvas (2006),drama year2006,canvas
How She Move (2007),drama year2007,howshemove
Kings of the Road (Im Lauf der Zeit) (1976),drama year1976,kingsoftheroadimlaufderzeit
Chuck (2017),drama year2017,chuck
He Was a Quiet Man (2007),drama year2007,hewasaquietman
The Magliari (1959),drama year1959,themagliari
Il delitto di Giovanni Episcopo (1947),drama year1947,ildelittodigiovanniepiscopo
Mid-Century Loves (1954),drama year1954,midcenturyloves
Ferrari (2003),drama year2003,ferrari
Bright Victory (1951),drama year1951,brightvictory
Australian Rules (2002),drama year2002,australianrules
Lillian Russell (1940),drama year1940,lillianrussell
Live-In Maid (Cama adentro) (2004),drama year2004,liveinmaidcamaadentro
Sunshine State (2002),drama year2002,sunshinestate
The Letters (2006),drama year2006,theletters
Meet Me in Venice (2015),drama year2015,meetmeinvenice
Q (2011),drama year2011,q
Swamp Water (1941),drama year1941,swampwater
Bamako (2006),drama year2006,bamako
Cazuza - O Tempo Não Pára (2004),drama year2004,cazuzaotemponopra
Poor Boy's Game (2007),drama year2007,poorboysgame
CQ (2001),drama year2001,cq
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),drama year2001,thirteenconversationsaboutonethingaka13conversations
Jesus (1999),drama year1999,jesus
Bigfoot Wars (2014),scifi year2014,bigfootwars
"Laugh, Clown, Laugh (1928)",drama year1928,laughclownlaugh
Ava (2017),drama year2017,ava
"Sensation of Sight, The (2006)",drama year2006,thesensationofsight
"Pumpkin Eater, The (1964)",drama year1964,thepumpkineater
The Crimson Curtain (1953),drama year1953,thecrimsoncurtain
Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano) (2005),drama year2005,twosonsoffrancisco2filhosdefranciscoahistriadezezdicamargoluciano
Like Stars on Earth (Taare Zameen Par) (2007),drama year2007,likestarsonearthtaarezameenpar
In Between Days (2006),drama year2006,inbetweendays
Warwick (2016),drama year2016,warwick
Revolt (2017),scifi year2017,revolt
Do You Take This Man (2016),drama year2016,doyoutakethisman
Soundtrack (2017),drama year2017,soundtrack
Nowhere Boys: The Book of Shadows (2016),scifi year2016,nowhereboysthebookofshadows
Stigma (1972),drama year1972,stigma
To the Left of the Father (Lavoura Arcaica) (2001),drama year2001,totheleftofthefatherlavouraarcaica
Reunion (2009),drama year2009,reunion
The Great & The Small (2016),drama year2016,thegreatthesmall
An Annapolis Story (1955),drama year1955,anannapolisstory
Count the Hours (1953),crime year1953,countthehours
The Nickel Ride (1975),crime year1975,thenickelride
The Royal Tailor (2014),drama year2014,theroyaltailor
"Believer, The (2001)",drama year2001,thebeliever
The White Crow (2019),drama year2019,thewhitecrow
Requiem for a Heavyweight (1962),drama year1962,requiemforaheavyweight
"Sleepy Time Gal, The (2001)",drama year2001,thesleepytimegal
Zebrahead (1992),drama year1992,zebrahead
20 Million Miles to Earth (1957),scifi year1957,2millionmilestoearth
The Gathering Storm (2002),drama year2002,thegatheringstorm
Moka (2016),drama year2016,moka
"Prisoner of Shark Island, The (1936)",drama year1936,theprisonerofsharkisland
"Big Bang Love, Juvenile A (46-okunen no koi) (2006)",drama year2006,bigbanglovejuvenilea46okunennokoi
"Great Lie, The (1941)",drama year1941,thegreatlie
The Swallow and the Titmouse (1920),drama year1920,theswallowandthetitmouse
"Great Debaters, The (2007)",drama year2007,thegreatdebaters
Vitus (2006),drama year2006,vitus
The Hatton Garden Job (2017),crime year2017,thehattongardenjob
Fox and His Friends (Faustrecht der Freiheit) (1975),drama year1975,foxandhisfriendsfaustrechtderfreiheit
Asako I & II (2018),drama year2018,asakoiii
Blow Up My Town (1968),drama year1968,blowupmytown
Short Eyes (1977),drama year1977,shorteyes
Scorching Winds (Garm Hava) (Garam Hawa) (1974),drama year1974,scorchingwindsgarmhavagaramhawa
Every Night Dreams (Each Night I Dream) (Yogoto no yume) (1933),drama year1933,everynightdreamseachnightidreamyogotonoyume
Three Brothers (Tre fratelli) (1981),drama year1981,threebrotherstrefratelli
Mindfulness and Murder (2011),drama year2011,mindfulnessandmurder
A Woman's Life (2016),drama year2016,awomanslife
"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",drama year1972,merchantoffourseasonsthehndlerdervierjahreszeiten
L'onorevole Angelina (1947),drama year1947,lonorevoleangelina
Drunks (1995),drama year1995,drunks
Glory Daze (1995),drama year1995,glorydaze
On Golden Pond (1981),drama year1981,ongoldenpond
Laws of Gravity (1992),drama year1992,lawsofgravity
Elvis (1979),drama year1979,elvis
Time Stood Still (Il tempo si è fermato) (1959),drama year1959,timestoodstilliltemposifermato
Journey from the Fall (2006),drama year2006,journeyfromthefall
"Kite Runner, The (2007)",drama year2007,thekiterunner
Shahid (2013),drama year2013,shahid
Siddharth (2013),drama year2013,siddharth
Boychoir (2014),drama year2014,boychoir
Rewind (2013),scifi year2013,rewind
Hangman's House (1928),drama year1928,hangmanshouse
African Violet (2019),drama year2019,africanviolet
True (2004),drama year2004,true
Rambling Rose (1991),drama year1991,ramblingrose
Songs From the Second Floor (Sånger från andra våningen) (2000),drama year2000,songsfromthesecondfloorsngerfrnandravningen
American Wrestler: The Wizard (2016),drama year2016,americanwrestlerthewizard
Whore (1991),drama year1991,whore
Virumandi (2004),drama year2004,virumandi
The Human Surge (2016),drama year2016,thehumansurge
Kerosene Salesman's Wife (1988),drama year1988,kerosenesalesmanswife
"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",drama year1948,earthtremblestheterratremaepisodiodelmarela
Ossessione (1943),drama year1943,ossessione
Red Beard (Akahige) (1965),drama year1965,redbeardakahige
Shwaas (2004),drama year2004,shwaas
"Regular Lovers (Amants réguliers, Les) (2005)",drama year2005,regularloversamantsrguliersles
Chandni Bar (2001),drama year2001,chandnibar
True North (2006),drama year2006,truenorth
One Kine Day (2011),drama year2011,onekineday
My Mother (Ma mère) (2004),drama year2004,mymothermamre
The General Line (1929),drama year1929,thegeneralline
Call Me Crazy: A Five Film (2013),drama year2013,callmecrazyafivefilm
Anton Chekhov's The Duel (2010),drama year2010,antonchekhovstheduel
Red Like the Sky (Rosso come il cielo) (2007),drama year2007,redliketheskyrossocomeilcielo
Like You Know It All (Jal aljido mothamyeonseo) (2009),drama year2009,likeyouknowitalljalaljidomothamyeonseo
And Here's What's Happening to Me (2012),drama year2012,andhereswhatshappeningtome
What War May Bring (2010),drama year2010,whatwarmaybring
"Method, The (Método, El) (2005)",drama year2005,methodthemtodoel
Grace Is Gone (2007),drama year2007,graceisgone
It's a Free World... (2007),drama year2007,itsafreeworld
I Live in Fear (Ikimono no kiroku) (1955),drama year1955,iliveinfearikimononokiroku
Street Girls (1975),drama year1975,streetgirls
"Cassandra Crossing, The (1976)",drama year1976,thecassandracrossing
The Cycle (1978),drama year1978,thecycle
Native Son (2019),drama year2019,nativeson
Crossing (2008),drama year2008,crossing
"Citizen, The (2012)",drama year2012,thecitizen
Street Without End (Kagirinaki hodo) (1934),drama year1934,streetwithoutendkagirinakihodo
"Man of My Life, The (L'homme de sa vie) (2006)",drama year2006,manofmylifethelhommedesavie
"Squall, The (1929)",drama year1929,thesquall
Kauwboy (2012),drama year2012,kauwboy
George Wallace (1997),drama year1997,georgewallace
A Frozen Flower (2008),drama year2008,afrozenflower
Flights in Dreams and in Reality (1982),drama year1982,flightsindreamsandinreality
Plug (2014),scifi year2014,plug
150 Milligrams (2016),drama year2016,15milligrams
Dansen op de vulkaan (2014),drama year2014,dansenopdevulkaan
Margot at the Wedding (2007),drama year2007,margotatthewedding
I'm Not There (2007),drama year2007,imnotthere
"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier) (2010)",drama year2010,ifiwanttowhistleiwhistleeucandvreausafluierfluier
Gilles' Wife (La femme de Gilles) (2004),drama year2004,gilleswifelafemmedegilles
Who Killed Santa Claus? (1941),crime year1941,whokilledsantaclaus
Change of Habit (1969),drama year1969,changeofhabit
"Isle, The (Seom) (2000)",drama year2000,isletheseom
Undisputed (2002),drama year2002,undisputed
Children On Their Birthdays (2002),drama year2002,childrenontheirbirthdays
Radiator (2014),drama year2014,radiator
Deuces Wild (2002),drama year2002,deuceswild
"Mystic Masseur, The (2001)",drama year2001,themysticmasseur
Traffic in Souls (1913),drama year1913,trafficinsouls
Letters To Sofija (2013),drama year2013,letterstosofija
Dancing Arabs (2014),drama year2014,dancingarabs
Synanon (1965),drama year1965,synanon
Der große Bagarozy (1999),drama year1999,dergroebagarozy
Two Against Time (2002),drama year2002,twoagainsttime
Manon of the Spring (Manon des sources) (1986),drama year1986,manonofthespringmanondessources
Dear Yelena Sergeyevna (1988),drama year1988,dearyelenasergeyevna
In Praise of Love (Éloge de l'amour) (2001),drama year2001,inpraiseoflovelogedelamour
Some Body (2001),drama year2001,somebody
Vulgar (2000),drama year2000,vulgar
Triumph of the Spirit (1989),drama year1989,triumphofthespirit
Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),drama year1981,beaupereakastepfatherbeaupre
Starting Out in the Evening (2007),drama year2007,startingoutintheevening
All Passion Spent (1986),drama year1986,allpassionspent
Little Big Master (2015),drama year2015,littlebigmaster
C'est quoi la vie? (1999),drama year1999,cestquoilavie
Cyanide (2013),drama year2013,cyanide
American Translation (2011),drama year2011,americantranslation
We Shall Overcome (2006),drama year2006,weshallovercome
Rose o' Salem Town (1910),drama year1910,roseosalemtown
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),drama year2001,howikilledmyfatherakamyfatherandicommentjaitumonpre
Steve Jobs (2015),drama year2015,stevejobs
"Shepherd of the Hills, The (1941)",drama year1941,theshepherdofthehills
Full Moon in Blue Water (1988),drama year1988,fullmooninbluewater
Joe (1970),drama year1970,joe
Lenny (1974),drama year1974,lenny
Come Dance at My Wedding (2009),drama year2009,comedanceatmywedding
Sunstroke (2014),drama year2014,sunstroke
"Water, Wind, Dust (1989)",drama year1989,waterwinddust
Buenos Aires 100 KM (2005),drama year2005,buenosaires1km
The Unchanging Sea (1910),drama year1910,theunchangingsea
The Billposters (1970),drama year1970,thebillposters
Last Winter (L'hiver dernier) (2011),drama year2011,lastwinterlhiverdernier
Tokyo Twilight (Tôkyô boshoku) (1957),drama year1957,tokyotwilighttkyboshoku
The Concubine (2012),drama year2012,theconcubine
Gbomo Gbomo Express (2015),drama year2015,gbomogbomoexpress
Edgar Allan Poe (1909),drama year1909,edgarallanpoe
"Deep, The (Djúpið) (2012)",drama year2012,deepthedjpi
"Last Ride, The (2012)",drama year2012,thelastride
Heavens Fall (2006),drama year2006,heavensfall
XXY (2007),drama year2007,xxy
Blame it on Fidel! (La faute à Fidel!) (2006),drama year2006,blameitonfidellafautefidel
Westward Passage (1932),drama year1932,westwardpassage
"We and the I, The (2012)",drama year2012,theweandthei
"Flesh Merchant, The (Wild and Wicked, The) (1956)",drama year1956,fleshmerchantthewildandwickedthe
Waiting Room (Bekleme odasi) (2004),drama year2004,waitingroombeklemeodasi
I Am Curious (Blue) (Jag är nyfiken - en film i blått) (1968),drama year1968,iamcuriousbluejagrnyfikenenfilmibltt
Suspicious River (2000),drama year2000,suspiciousriver
"Perfect Day, A (Un giorno perfetto) (2008)",drama year2008,perfectdayaungiornoperfetto
The Country Doctor (1909),drama year1909,thecountrydoctor
Rails & Ties (2007),drama year2007,railsties
Space Is The Place (1974),scifi year1974,spaceistheplace
Dying to Belong (1997),drama year1997,dyingtobelong
Rock On!! (2008),drama year2008,rockon
Vig (1998),drama year1998,vig
Olga (2004),drama year2004,olga
The Warlord: Battle for the Galaxy (1998),scifi year1998,thewarlordbattleforthegalaxy
Guns at Batasi (1964),drama year1964,gunsatbatasi
Savage Messiah (1972),drama year1972,savagemessiah
Tramway (1966),drama year1966,tramway
"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",drama year2000,girlscantswimfillesnesaventpasnagerles
Wild in the Country (1961),drama year1961,wildinthecountry
Mad Love (Juana la Loca) (2001),drama year2001,madlovejuanalaloca
True Colors (1991),drama year1991,truecolors
"Dogwalker, The (2002)",drama year2002,thedogwalker
All the Corners of the World (1989),drama year1989,allthecornersoftheworld
Una Noche (2012),drama year2012,unanoche
World Traveler (2001),drama year2001,worldtraveler
Anti Matter (2016),scifi year2016,antimatter
Bleak Street (2015),drama year2015,bleakstreet
Lick the Star (1998),drama year1998,lickthestar
Hi-Jack Highway (1955),drama year1955,hijackhighway
Captive Women (1000 Years from Now) (3000 A.D.) (1952),scifi year1952,captivewomen1yearsfromnow3ad
Edmund Kean: Prince Among Lovers (Kean) (1924),drama year1924,edmundkeanprinceamongloverskean
Midnight Clear (2006),drama year2006,midnightclear
2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),drama year1967,2ou3chosesquejesaisdelle2or3thingsiknowabouther
City of Men (Cidade dos Homens) (2007),drama year2007,cityofmencidadedoshomens
The Face of an Angel (2015),drama year2015,thefaceofanangel
Manglehorn (2014),drama year2014,manglehorn
Moebius (1996),scifi year1996,moebius
Grandma's Reading Glass (1900),drama year1900,grandmasreadingglass
"Romulus, My Father (2007)",drama year2007,romulusmyfather
Jellyfish (Meduzot) (2007),drama year2007,jellyfishmeduzot
"Hottest State, The (2006)",drama year2006,thehotteststate
"Island, The (a.k.a. Naked Island) (Hadaka no shima) (1960)",drama year1960,islandtheakanakedislandhadakanoshima
Noodle (2007),drama year2007,noodle
Before the Streets (2016),drama year2016,beforethestreets
The Only Living Boy in New York (2017),drama year2017,theonlylivingboyinnewyork
Behind the Sun (Abril Despedaçado) (2001),drama year2001,behindthesunabrildespedaado
Chelsea Walls (2001),drama year2001,chelseawalls
Child Bride (1938),drama year1938,childbride
Grand Isle (1991),drama year1991,grandisle
Dooman River (2010),drama year2010,doomanriver
Columbus (2017),drama year2017,columbus
My Sister's Quinceanera (2013),drama year2013,mysistersquinceanera
Betty and Coretta (2013),drama year2013,bettyandcoretta
A Wanderer's Notebook (1962),drama year1962,awanderersnotebook
Kyaa Super Kool Hain Hum (2012),drama year2012,kyaasuperkoolhainhum
Snow Angels (2007),drama year2007,snowangels
Mala Noche (1985),drama year1985,malanoche
On the Outs (2004),drama year2004,ontheouts
Stupid Boy (Garçon stupide) (2004),drama year2004,stupidboygaronstupide
"Class, The (Klass) (2007)",drama year2007,classtheklass
B.A. Pass (2013),drama year2013,bapass
Do You Believe? (2015),drama year2015,doyoubelieve
